Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;14;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;5120;FERRAMENTAS MANUAIS SEM CORTE, NÃO ACIONADAS  POR  FORÇA  MOTRIZ;;;;;-;0,0000;0,0000;500,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;15;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;6540;EQUIPAMENTOS, INSTRUMENTOS E SUPRIMENTOS OFTALMOLÓGICOS;;;;;-;0,0000;0,0000;1000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;16;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;6230;EQUIPAMENTOS DE ILUMINAÇÃO ELÉTRICA MANUAL E PORTÁTIL;;;;;-;0,0000;0,0000;1000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;17;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;9150;ÓLEOS E GRAXAS PARA CORTE, LUBRIFICAÇÃO E SISTEMAS  HIDRÁULICOS;;;;;-;0,0000;0,0000;2000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;18;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;6140;BATERIAS RECARREGÁVEIS;;;;;-;0,0000;0,0000;1000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;19;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;4140;VENTILADORES, CIRCULADORES DE AR E VENTOINHAS;;;;;-;0,0000;0,0000;500,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;20;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;;;;;-;0,0000;0,0000;1500,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;21;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;;;;;-;0,0000;0,0000;79000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;22;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;7060;PEÇAS E ACESSÓRIOS PARA COMPUTADORES;;;;;-;0,0000;0,0000;10000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;23;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;7080;PEÇAS, ACESSÓRIOS E FERRAMENTAS PARA REDES DE TIC;;;;;-;0,0000;0,0000;1000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;24;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;6210;APARELHOS DE ILUMINAÇÃO ELÉTRICA DE USO INTERNO E EXTERNO;;;;;-;0,0000;0,0000;500,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;25;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;;;;;-;0,0000;0,0000;45000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;26;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;5350;MATERIAIS ABRASIVOS;;;;;-;0,0000;0,0000;5000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;27;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;5120;FERRAMENTAS MANUAIS SEM CORTE, NÃO ACIONADAS  POR  FORÇA  MOTRIZ;;;;;-;0,0000;0,0000;2000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;28;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;5340;FERRAGENS DIVERSAS;;;;;-;0,0000;0,0000;1000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;29;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;8020;PINCEL PARA ARTISTAS E PINTORES;;;;;-;0,0000;0,0000;1000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;30;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;5133;BROCAS, ALARGADORES, ESCARIADORES, MANUAIS E PARA USO EM  MÁQUINAS;;;;;-;0,0000;0,0000;500,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;31;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;7920;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;;;;;-;0,0000;0,0000;500,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;32;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;3750;IMPLEMENTOS E FERRAMENTAS DE JARDINAGEM;;;;;-;0,0000;0,0000;2000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;33;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;6810;PRODUTOS QUÍMICOS;;;;;-;0,0000;0,0000;4000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;34;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;6505;DROGAS E MEDICAMENTOS;;;;;-;0,0000;0,0000;3000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;35;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;7920;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;;;;;-;0,0000;0,0000;3000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;36;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;;;;;-;0,0000;0,0000;5000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;37;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;8105;SACOS E BOLSAS;;;;;-;0,0000;0,0000;3000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;38;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;8540;ARTIGOS DE PAPEL PARA HIGIENE;;;;;-;0,0000;0,0000;3000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;39;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;6000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;40;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;4240;EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO;;;;;-;0,0000;0,0000;3000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;41;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;6210;APARELHOS DE ILUMINAÇÃO ELÉTRICA DE USO INTERNO E EXTERNO;;;;;-;0,0000;0,0000;1000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;42;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;8415;VESTUÁRIO PARA FINS ESPECIAIS;;;;;-;0,0000;0,0000;1000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;43;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;6750;SUPRIMENTOS FOTOGRÁFICOS;;;;;-;0,0000;0,0000;500,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;44;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;9310;PAPÉIS E PAPELÕES;;;;;-;0,0000;0,0000;500,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;45;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;8455;DISTINTIVOS E INSÍGNIAS;;;;;-;0,0000;0,0000;1000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;46;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;6730;EQUIPAMENTO PARA PROJEÇÃO FOTOGRÁFICA;;;;;-;0,0000;0,0000;200,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;47;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;2300,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;48;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;;;;;-;0,0000;0,0000;1000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;49;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;6135;BATERIAS NAO RECARREGÁVEIS;;;;;-;0,0000;0,0000;500,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;50;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;4210;EQUIPAMENTOS PARA COMBATE A INCÊNDIO;;;;;-;0,0000;0,0000;9000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;51;Material;791105-1/2025;Aquisição de materiais destinado a manutenção da OM.;Catálogo do Compras.gov.br;Material;6145;FIOS E CABOS ELÉTRICOS;;;;;-;0,0000;0,0000;10000,0000;0,0000;23/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;57;Material;791105-7/2025;Aquisição de itens de uniforme;Catálogo do Compras.gov.br;Material;6750;SUPRIMENTOS FOTOGRÁFICOS;;;;;-;0,0000;0,0000;500,0000;0,0000;31/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;58;Material;791105-7/2025;Aquisição de itens de uniforme;Catálogo do Compras.gov.br;Material;9310;PAPÉIS E PAPELÕES;;;;;-;0,0000;0,0000;500,0000;0,0000;31/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;59;Material;791105-7/2025;Aquisição de itens de uniforme;Catálogo do Compras.gov.br;Material;8455;DISTINTIVOS E INSÍGNIAS;;;;;-;0,0000;0,0000;1000,0000;0,0000;31/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;60;Material;791105-7/2025;Aquisição de itens de uniforme;Catálogo do Compras.gov.br;Material;8415;VESTUÁRIO PARA FINS ESPECIAIS;;;;;-;0,0000;0,0000;5000,0000;0,0000;31/12/2025
1º ESQUADRÃO DE AERONAVES REMOTAM. PILOTADAS;791105;61;Material;791105-7/2025;Aquisição de itens de uniforme;Catálogo do Compras.gov.br;Material;8405;VESTUÁRIO EXTERNO MASCULINO;;;;;-;0,0000;0,0000;1000,0000;0,0000;31/12/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;1;Material;740002-2/2025;Aquisição de impressora multifuncional;Catálogo do Compras.gov.br;Material;7020;IMPRESSORAS;226;IMPRESSORA MULTIFUNCIONAL;;;-;0,0000;0,0000;10583,5000;0,0000;25/02/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;2;Material;740002-4/2025;Aquisição de material descartável de copa e cozinha;Catálogo do Compras.gov.br;Material;7350;LOUÇA E ARTIGOS DE MESA;1138;PRATO;222377;APLICAÇÃO: SERVIÇO INFORMAL, CARACTERÍSTICAS ADICIONAIS: DESCARTÁVEL, MATERIAL: ISOPOR, TAMANHO: GRANDE;PCT;30,0000;41,9800;1259,4000;0,0000;14/03/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;3;Material;740002-4/2025;Aquisição de material descartável de copa e cozinha;Catálogo do Compras.gov.br;Material;7340;CUTELARIA E TALHERES;12501;TALHER DESCARTÁVEL;278466;APLICAÇÃO: COPA E COZINHA, CARACTERÍSTICAS ADICIONAIS: DESCARTÁVEL RESISTENTE, MATERIAL: PLÁSTICO, TAMANHO: ADULTO, TIPO: GARFO;PCT;60,0000;9,3000;558,0000;0,0000;14/03/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;4;Material;740002-4/2025;Aquisição de material descartável de copa e cozinha;Catálogo do Compras.gov.br;Material;7340;CUTELARIA E TALHERES;12501;TALHER DESCARTÁVEL;310970;APLICAÇÃO: COPA E COZINHA, COR: CRISTAL, MATERIAL: PLÁSTICO, TIPO: COLHER;PCT;10,0000;11,3500;113,5000;0,0000;14/03/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;5;Material;740002-4/2025;Aquisição de material descartável de copa e cozinha;Catálogo do Compras.gov.br;Material;7340;CUTELARIA E TALHERES;12501;TALHER DESCARTÁVEL;310969;APLICAÇÃO: COPA E COZINHA, COR: CRISTAL, MATERIAL: PLÁSTICO, TIPO: FACA;PCT;20,0000;8,7500;175,0000;0,0000;14/03/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;6;Material;740002-3/2025;Aquisição de máquina lava louças, detergente em pastilha e secante;Catálogo do Compras.gov.br;Material;3510;EQUIPAMENTOS DE LAVANDERIA E LAVAGEM A SECO;16409;MÁQUINA LAVAR LOUÇAS;254479;ALTURA: 890, CAPACIDADE: 13, CARACTERÍSTICAS ADICIONAIS: 01 PORTA FRONTAL, CICLO DE 120 SEGUNDOS, LARGURA: 600, MATERIAL: AÇO INOXIDÁVEL, MODELO: PROFISSIONAL, POTÊNCIA MOTOR: 0,75, PROFUNDIDADE: 592, VOLTAGEM: 220;UN;1,0000;3535,4600;3535,4600;0,0000;14/03/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;7;Material;740002-3/2025;Aquisição de máquina lava louças, detergente em pastilha e secante;Catálogo do Compras.gov.br;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;6136;DETERGENTE;244299;APLICAÇÃO: MÁQUINA LAVAR LOUÇA, CARACTERÍSTICAS ADICIONAIS: SÓLIDO, COMPOSIÇÃO: DETERGENTE CONCENTRADO, CARBONATO DE SÓDIO, POLIA-;CX;100,0000;29,8600;2986,0000;0,0000;14/03/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;8;Material;740002-3/2025;Aquisição de máquina lava louças, detergente em pastilha e secante;Catálogo do Compras.gov.br;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;6136;DETERGENTE;442381;APLICAÇÃO: AUXILIAR DE SECAGEM PARA LAVA LOUÇAS, AROMA: NATURAL, ASPECTO FÍSICO: LIQUIDO, COR AZUL TRANSPARENTE, CARACTERÍSTICAS ADICIONAIS: PH 100%: 6,5 - 8,0, DENSIDADE (25ºC): 1,000 - 1020, COMPOSIÇÃO: TENSOATIVO NÃO IÔNICO, ANIMA GRAXA DE COCO, AGENTE;EMB;1,0000;61,7600;61,7600;0,0000;14/03/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;9;Material;740002-5/2025;Aquisição de material de expediente - papel sulfite A4 Amarelo;Catálogo do Compras.gov.br;Material;9310;PAPÉIS E PAPELÕES;15801;PAPEL DUPLEX;606304;APLICAÇÃO: GRÁFICA, CARACTERÍSTICAS ADICIONAIS: PARA SUBLIMAÇÃO, LADO BRANCO E UM LADO AZUL, COMPRIMENTO: 297, COR: AZUL/BRANCO, FORMATO: A4, GRAMATURA: 110, LARGURA: 210, MATERIAL: CELULOSE VEGETAL;PCT;24,0000;35,0100;840,2400;0,0000;14/03/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;34;Serviço;740002-13/2025;Contratação de seguro de viatura;Catálogo do Compras.gov.br;Serviço;711;SERVIÇOS DE INTERMEDIAÇÃO FINANCEIRA,EXCETO SERVIÇO BANCÁRIODE INVESTIMENTO,SERVIÇOS DE SEGUROS E DE PENSÕES;;;22764;PAGAMENTO COBERTURAS SEGURO VEÍCULO;-;1,0000;3750,7200;3750,7200;0,0000;04/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;10;Material;740002-8/2025;Aquisição de cadeiras de escritório - GEM-18;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;313;CADEIRA ESCRITÓRIO;480978;APOIO BRAÇO: COM BRAÇOS FIXOS, MATERIAL ASSENTO: ESPUMA INJETADA, MATERIAL ENCOSTO: ESPUMA INJETADA, MATERIAL ESTRUTURA: AÇO, MATERIAL REVESTIMENTO ASSENTO E ENCOSTO: COURO SINTÉTICO, TIPO BASE: GIRATÓRIA, TIPO ENCOSTO: REGULÁVEL;UN;5,0000;671,3300;3356,6500;0,0000;31/03/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;11;Material;740002-8/2025;Aquisição de cadeiras de escritório - GEM-18;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;313;CADEIRA ESCRITÓRIO;486278;APOIO BRAÇO: COM BRAÇOS FIXOS, CARACTERÍSTICAS ADICIONAIS: SAPATA EM POLIPROPILENO, COR: PRETA, MATERIAL ASSENTO: ESPUMA INJETADA, MATERIAL ENCOSTO: ESPUMA INJETADA, MATERIAL ESTRUTURA: AÇO, MATERIAL REVESTIMENTO ASSENTO E ENCOSTO: COURO NATURAL, TIPO BASE: FIXA, TIPO ENCOSTO: FIXO, TRATAMENTO SUPERFICIAL ESTRUTURA: PINTURA EM EPÓXI PRETO FOSCO;UN;4,0000;331,0000;1324,0000;0,0000;31/03/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;12;Serviço;740002-7/2025;Contratação de prestação de serviço de revisão de viatura;Catálogo do Compras.gov.br;Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;22250;REVISÃO VEÍCULO - QUILOMETRAGEM;-;1,0000;1353,0000;1353,0000;0,0000;31/03/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;13;Material;740002-10/2025;Aquisição de toner e unidade de tambor para impressora;Catálogo do Compras.gov.br;Material;7070;PEÇAS E ACESSÓRIOS PARA IMPRESSORAS;211;CILINDRO MÁQUINA IMPRESSORA / COPIADORA;617901;CONJUNTO LIMPEZA: COM CONJUNTO LIMPEZA, CONTADOR IMPRESSÃO: SEM CONTADOR IMPRESSÃO, COR: PRETA, QUANTIDADE CÓPIAS: 15.000, REFERÊNCIA CILINDRO 1: DL-5120, TIPO CILINDRO: ORIGINAL, TIPO IMPRESSORA: PANTUM BM5100FDW;UN;6,0000;98,3300;589,9800;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;14;Material;740002-10/2025;Aquisição de toner e unidade de tambor para impressora;Catálogo do Compras.gov.br;Material;7090;SUPRIMENTOS DE INFORMÁTICA - TIC;15597;CARTUCHO TONER;617837;COR: PRETO, REFERÊNCIA CARTUCHO: TL-5120X, REFERÊNCIA IMPRESSORA: PANTUM BM5100FDW, TIPO CARTUCHO: ORIGINAL;UN;12,0000;75,9400;911,2800;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;15;Material;740002-11/2025;Aquisição de mídias de armazenamento;Catálogo do Compras.gov.br;Material;7090;SUPRIMENTOS DE INFORMÁTICA - TIC;6251;DISCO COMPACTO - CD/DVD;405630;CAPACIDADE CD ROM: 700, CARACTERÍSTICAS ADICIONAIS: CAPA EM ACRÍLICO DURO, TEMPO DURAÇÃO: 80, TIPO: GRAVÁVEL / CDR, VELOCIDADE GRAVAÇÃO: 52X;TBO;4,0000;75,4100;301,6400;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;16;Material;740002-11/2025;Aquisição de mídias de armazenamento;Catálogo do Compras.gov.br;Material;7090;SUPRIMENTOS DE INFORMÁTICA - TIC;6251;DISCO COMPACTO - CD/DVD;438709;CAPACIDADE DVD ROM: 4.7, CARACTERÍSTICAS ADICIONAIS: MONOFACE, TEMPO DURAÇÃO: 120, TIPO: GRAVÁVEL / DVD R, VELOCIDADE GRAVAÇÃO: 1X - 8X;UN;200,0000;1,7700;354,0000;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;17;Material;740002-9/2025;Aquisição de ferramentas para o Grupo de Recebimento do Submarino Tonelero;Catálogo do Compras.gov.br;Material;5120;FERRAMENTAS MANUAIS SEM CORTE, NÃO ACIONADAS  POR  FORÇA  MOTRIZ;13589;MARTELO;272942;CARACTERÍSTICAS ADICIONAIS: PERFIL ANATÔMICO, CABEÇA POLIDA, PESANDO 400 G, MATERIAL: AÇO CROMO VANÁDIO, MATERIAL CABO: MADEIRA, TIPO: BOLA, COMPRIMENTO: 340, PESO: 500;UN;2,0000;63,0500;126,1000;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;18;Material;740002-9/2025;Aquisição de ferramentas para o Grupo de Recebimento do Submarino Tonelero;Catálogo do Compras.gov.br;Material;5120;FERRAMENTAS MANUAIS SEM CORTE, NÃO ACIONADAS  POR  FORÇA  MOTRIZ;14823;ALICATE BOMBA D'ÁGUA;616094;ABERTURA DA BOCA: 10, AJUSTE: MANDÍBULAS PARALELAS, CARACTERÍSTICAS ADICIONAIS: MORDENTES COM ESTRIAS PROFUNDAS, MATERIAL: AÇO VANÁDIO, TRATAMENTO SUPERFICIAL: CROMADO;UN;2,0000;40,0000;80,0000;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;19;Material;740002-9/2025;Aquisição de ferramentas para o Grupo de Recebimento do Submarino Tonelero;Catálogo do Compras.gov.br;Material;5120;FERRAMENTAS MANUAIS SEM CORTE, NÃO ACIONADAS  POR  FORÇA  MOTRIZ;15249;CHAVE DE FENDA;405096;CABO: POLIPROPILENO, MATERIAL: CARBONO TEMPERADO, TAMANHO: 6 X 250, TIPO PONTA: CHATA;UN;2,0000;17,4900;34,9800;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;20;Material;740002-9/2025;Aquisição de ferramentas para o Grupo de Recebimento do Submarino Tonelero;Catálogo do Compras.gov.br;Material;5110;FERRAMENTAS MANUAIS DE CORTE, NÃO ACIONADAS POR FORÇA MOTRIZ;2308;ALICATE DE CORTE;393442;COMPRIMENTO: 6, MATERIAL: AÇO CROMO VANÁDIO, MATERIAL CABO: PLÁSTICO, TIPO CABO: ISOLADO 1.OOO VOLTS, TIPO CORTE: LATERAL;UN;2,0000;59,4700;118,9400;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;21;Material;740002-9/2025;Aquisição de ferramentas para o Grupo de Recebimento do Submarino Tonelero;Catálogo do Compras.gov.br;Material;5140;CAIXAS PARA FERRAMENTAS E FERRAGENS;697;BOLSA FERRAMENTA;215193;ALTURA: 300, CARACTERÍSTICAS ADICIONAIS: 5 CRAVOS NIQUELADOS E DIVISÃO INTERNA, COMPRIMENTO: 450, COR: VERDE, LARGURA: 170, MATERIAL: LONA, MATERIAL ARMAÇÃO: ALUMÍNIO, MATERIAL FUNDO: COURO, TIPO: IMPERMEÁVEL, MATERIAL COSTURA: LINHA NÁILON;UN;5,0000;138,4300;692,1500;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;22;Material;740002-9/2025;Aquisição de ferramentas para o Grupo de Recebimento do Submarino Tonelero;Catálogo do Compras.gov.br;Material;5110;FERRAMENTAS MANUAIS DE CORTE, NÃO ACIONADAS POR FORÇA MOTRIZ;12689;TESOURA FUNILARIA;436421;CARACTERÍSTICAS ADICIONAIS: TIPO FUNILEIRO, REFORÇADA E COM MOLA RETORNO, MATERIAL CABO: EMBORRACHADO, MATERIAL CORPO: AÇO CROMOVANADIO, MATERIAL LÂMINA: AÇO CROMOVANADIO, TAMANHO: 12, TIPO ACIONAMENTO: ALAVANCA / MANUAL, TIPO CORTE: RETO;UN;5,0000;158,6400;793,2000;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;23;Material;740002-9/2025;Aquisição de ferramentas para o Grupo de Recebimento do Submarino Tonelero;Catálogo do Compras.gov.br;Material;5340;FERRAGENS DIVERSAS;566;FECHADURA;622701;ACABAMENTO SUPERFICIAL: NIQUELADO, APLICAÇÃO: GAVETA, CARACTERÍSTICAS ADICIONAIS: CILINDRO 18,75 MM, REFERÊNCIA: MODELO 3288, TIPO: INTERNA;UN;1,0000;44,6700;44,6700;0,0000;01/04/2025
