"noau_cd_id"|"stat_cd_id"|"noau_cd_om"|"noau_ds_assunto"|"noau_tx_numero_na"|"qtde_prorrogacoes"
7253|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"182-4/2024"|1
11538|1|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2456-4/2024"|3
12449|1|"0230"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2874-4/2024"|2
11044|1|"1074"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2093-4/2024"|1
5327|8|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1877-4/2023"|2
10720|1|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1900-4/2024"|1
13264|8|"0219"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"350-4/2025"|1
4972|8|"1280"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1134-1/2023"|2
9304|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1260-4/2024"|1
1427|8|"0726"|NOTA DE AUDITORIA - PATRIMÔNIO|"138-5/2023"|1
5357|8|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1897-4/2023"|1
2931|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1089-4/2023"|1
10537|8|"1245"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1812-4/2024"|1
4956|1|"0790"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"689-2/2023"|3
5327|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1877-4/2023"|2
11797|1|"0570"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2630-4/2024"|1
10985|8|"1255"|NOTA DE AUDITORIA - PATRIMÔNIO|"454-5/2024"|1
6867|1|"0576"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"34-4/2024"|1
3189|1|"0210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1242-4/2023"|1
8880|8|"0542"|NOTA DE AUDITORIA - MUNICIAMENTO|"377-6/2024"|1
4363|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1473-4/2023"|1
6905|1|"1210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"69-4/2024"|1
4578|1|"1070"|NOTA DE AUDITORIA - PATRIMÔNIO|"683-5/2023"|1
9425|1|"0053"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"530-1/2024"|1
6371|8|"0559"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2250-4/2023"|3
2361|8|"1271"|NOTA DE AUDITORIA - PATRIMÔNIO|"262-5/2023"|1
6076|8|"0268"|NOTA DE AUDITORIA - MUNICIAMENTO|"555-6/2023"|2
12320|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2779-4/2024"|5
9228|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1186-4/2024"|5
11923|1|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2683-4/2024"|2
1590|1|"0722"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"194-2/2023"|5
260|1|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"43-4/2023"|1
8878|1|"0629"|NOTA DE AUDITORIA - MUNICIAMENTO|"375-6/2024"|1
2982|1|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1108-4/2023"|3
9680|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1383-4/2024"|1
5399|8|"0548"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1935-4/2023"|1
11839|8|"1271"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"803-1/2024"|2
9217|1|"0279"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1175-4/2024"|1
10037|1|"1238"|NOTA DE AUDITORIA - MUNICIAMENTO|"586-6/2024"|1
6760|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2468-4/2023"|4
3346|1|"1169"|NOTA DE AUDITORIA - MUNICIAMENTO|"187-6/2023"|1
8342|1|"1215"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"724-4/2024"|1
6781|8|"0542"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2488-4/2023"|1
8260|1|"0004"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"642-4/2024"|2
1684|8|"1086"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"248-2/2023"|1
7935|8|"1072"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"430-4/2024"|1
3572|1|"0359"|NOTA DE AUDITORIA - PATRIMÔNIO|"413-5/2023"|1
10931|1|"1175"|NOTA DE AUDITORIA - ATOS DE PESSOAL|"7-8/2024"|1
4457|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1549-4/2023"|1
3391|1|"0384"|NOTA DE AUDITORIA - MUNICIAMENTO|"228-6/2023"|2
11686|1|"0002"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2545-4/2024"|2
1667|1|"0631"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"291-1/2023"|1
4292|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1407-4/2023"|1
820|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"385-4/2023"|1
5789|1|"0546"|NOTA DE AUDITORIA - PATRIMÔNIO|"879-5/2023"|2
5035|1|"0013"|NOTA DE AUDITORIA - PATRIMÔNIO|"699-5/2023"|1
8698|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"976-4/2024"|6
12967|8|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"121-4/2025"|1
8118|1|"0665"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"256-1/2024"|2
6078|8|"0832"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1466-1/2023"|2
11904|1|"1267"|NOTA DE AUDITORIA - MUNICIAMENTO|"686-6/2024"|2
7065|8|"0570"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"15-2/2024"|1
5927|8|"0665"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1446-1/2023"|4
1436|1|"0319"|NOTA DE AUDITORIA - PATRIMÔNIO|"147-5/2023"|1
9748|8|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1451-4/2024"|1
7020|1|"0529"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"39-1/2024"|1
3750|1|"0385"|NOTA DE AUDITORIA - PATRIMÔNIO|"565-5/2023"|1
1263|1|"0210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"572-4/2023"|4
6325|8|"0210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2232-4/2023"|2
37|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"27-4/2022"|7
11801|1|"0512"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2634-4/2024"|1
11223|1|"0053"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"738-1/2024"|1
7486|8|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"269-4/2024"|2
6621|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2425-4/2023"|1
3314|8|"0524"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"497-2/2023"|1
9927|1|"0543"|NOTA DE AUDITORIA - PATRIMÔNIO|"262-5/2024"|1
9746|1|"1215"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1449-4/2024"|1
7373|1|"0830"|NOTA DE AUDITORIA - MUNICIAMENTO|"39-6/2024"|3
1633|1|"0836"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"273-1/2023"|1
9956|1|"0576"|NOTA DE AUDITORIA - MUNICIAMENTO|"505-6/2024"|1
1846|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"760-4/2023"|1
11137|8|"0519"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2180-4/2024"|1
11298|1|"1175"|NOTA DE AUDITORIA - ATOS DE PESSOAL|"15-8/2024"|1
10715|8|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1895-4/2024"|1
8811|1|"1064"|NOTA DE AUDITORIA - MUNICIAMENTO|"320-6/2024"|1
12250|1|"0268"|NOTA DE AUDITORIA - MUNICIAMENTO|"848-6/2024"|2
4601|1|"1069"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1101-1/2023"|2
11951|1|"0515"|NOTA DE AUDITORIA - MUNICIAMENTO|"730-6/2024"|1
9090|8|"0542"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"396-1/2024"|1
1600|1|"1258"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"203-2/2023"|7
11085|8|"0384"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2128-4/2024"|1
9807|1|"1223"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1496-4/2024"|1
5757|1|"1028"|NOTA DE AUDITORIA - PATRIMÔNIO|"864-5/2023"|1
10534|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1809-4/2024"|6
5579|1|"0050"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1324-1/2023"|1
4727|8|"0631"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1108-1/2023"|1
736|1|"0559"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"301-4/2023"|2
8338|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"720-4/2024"|1
4097|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1360-4/2023"|8
3520|1|"0586"|NOTA DE AUDITORIA - PATRIMÔNIO|"361-5/2023"|1
4271|1|"0555"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1043-1/2023"|1
81|8|"1245"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"46-4/2022"|2
8934|1|"1069"|NOTA DE AUDITORIA - MUNICIAMENTO|"431-6/2024"|1
11980|8|"0552"|NOTA DE AUDITORIA - MUNICIAMENTO|"742-6/2024"|1
7256|1|"0303"|NOTA DE AUDITORIA - MUNICIAMENTO|"4-6/2024"|1
7595|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"340-4/2024"|4
12883|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"37-4/2025"|1
11547|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2465-4/2024"|1
6730|8|"0833"|NOTA DE AUDITORIA - PATRIMÔNIO|"965-5/2023"|1
5214|1|"1071"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1813-4/2023"|1
4591|8|"1271"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1091-1/2023"|1
11469|1|"0533"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2426-4/2024"|1
3267|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1290-4/2023"|4
6941|8|"1074"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"104-4/2024"|1
11192|1|"1175"|NOTA DE AUDITORIA - ATOS DE PESSOAL|"10-8/2024"|1
7063|8|"0542"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"14-2/2024"|1
2898|8|"0559"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1074-4/2023"|1
1811|1|"1175"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"741-4/2023"|1
10778|8|"1064"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1945-4/2024"|1
10629|1|"0097"|NOTA DE AUDITORIA - PATRIMÔNIO|"381-5/2024"|2
3970|1|"0093"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1336-4/2023"|2
1220|1|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"535-4/2023"|11
6097|1|"0722"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"856-2/2023"|1
4972|1|"1280"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1134-1/2023"|1
12294|1|"0559"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2768-4/2024"|1
4511|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1582-4/2023"|1
4801|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1679-4/2023"|3
8515|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"876-4/2024"|3
6398|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2260-4/2023"|1
10584|1|"0338"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1859-4/2024"|1
8746|8|"1267"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1023-4/2024"|1
8479|1|"0519"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"855-4/2024"|4
8861|8|"0536"|NOTA DE AUDITORIA - MUNICIAMENTO|"358-6/2024"|1
4120|1|"0600"|NOTA DE AUDITORIA - PATRIMÔNIO|"661-5/2023"|1
6871|8|"0762"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"38-4/2024"|4
1656|1|"1127"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"283-1/2023"|2
12306|8|"0542"|NOTA DE AUDITORIA - MUNICIAMENTO|"871-6/2024"|2
2750|8|"0210"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"590-1/2023"|1
12512|1|"0557"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"938-1/2024"|1
4156|8|"0577"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"976-1/2023"|1
10405|8|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1704-4/2024"|1
12458|1|"0314"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2883-4/2024"|1
4698|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1635-4/2023"|1
432|8|"0050"|NOTA DE AUDITORIA - PATRIMÔNIO|"12-5/2023"|1
5942|1|"0763"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1448-1/2023"|1
8920|1|"0720"|NOTA DE AUDITORIA - MUNICIAMENTO|"417-6/2024"|1
11131|8|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2174-4/2024"|2
8700|1|"1342"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"978-4/2024"|1
7134|1|"1069"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"128-1/2024"|1
6628|8|"1245"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2428-4/2023"|3
10627|8|"1042"|NOTA DE AUDITORIA - PATRIMÔNIO|"379-5/2024"|1
11814|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2643-4/2024"|7
12759|1|"1245"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"981-1/2024"|1
4804|1|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1682-4/2023"|3
10890|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2025-4/2024"|2
7371|1|"0570"|NOTA DE AUDITORIA - MUNICIAMENTO|"37-6/2024"|2
6899|8|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"64-4/2024"|1
4764|8|"1240"|NOTA DE AUDITORIA - MUNICIAMENTO|"416-6/2023"|1
5870|1|"0518"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1424-1/2023"|9
3921|1|"0764"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"886-1/2023"|2
3508|8|"0557"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"519-2/2023"|12
6095|1|"0570"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2101-4/2023"|1
12862|1|"1342"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"16-4/2025"|1
11108|1|"1075"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2151-4/2024"|2
8557|1|"1085"|NOTA DE AUDITORIA - PATRIMÔNIO|"130-5/2024"|3
7481|1|"0548"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"58-2/2024"|1
6717|8|"0643"|NOTA DE AUDITORIA - PATRIMÔNIO|"952-5/2023"|1
822|1|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"387-4/2023"|2
8819|1|"1018"|NOTA DE AUDITORIA - MUNICIAMENTO|"326-6/2024"|6
6511|1|"1075"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2372-4/2023"|3
4834|8|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1712-4/2023"|3
9293|1|"0665"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1250-4/2024"|1
8923|1|"0230"|NOTA DE AUDITORIA - MUNICIAMENTO|"420-6/2024"|11
6063|1|"1253"|NOTA DE AUDITORIA - PATRIMÔNIO|"895-5/2023"|1
512|1|"0307"|NOTA DE AUDITORIA - MUNICIAMENTO|"4-6/2023"|1
4689|1|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1629-4/2023"|1
6755|1|"1028"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1593-1/2023"|1
8984|1|"0258"|NOTA DE AUDITORIA - MUNICIAMENTO|"481-6/2024"|1
5316|1|"0210"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"788-2/2023"|1
3479|1|"0722"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"506-2/2023"|7
9054|1|"1075"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"369-1/2024"|1
9840|1|"1175"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1515-4/2024"|2
11030|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2079-4/2024"|1
695|1|"1210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"265-4/2023"|2
1165|8|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"480-4/2023"|2
8944|1|"1152"|NOTA DE AUDITORIA - MUNICIAMENTO|"441-6/2024"|2
6921|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"85-4/2024"|4
6814|1|"0554"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1600-1/2023"|2
9161|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1121-4/2024"|2
7488|1|"1245"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"271-4/2024"|2
7919|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"415-4/2024"|2
3268|1|"1071"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1291-4/2023"|1
10296|1|"0662"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1601-4/2024"|1
8008|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"502-4/2024"|1
5581|8|"1073"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1325-1/2023"|1
12299|1|"0004"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2773-4/2024"|1
2437|8|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"961-4/2023"|1
10538|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1813-4/2024"|1
9175|1|"0093"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1133-4/2024"|2
10921|1|"1042"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2056-4/2024"|2
6821|8|"0557"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1607-1/2023"|1
8519|1|"0093"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"879-4/2024"|1
13206|1|"0665"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"292-4/2025"|1
6860|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"27-4/2024"|6
5249|1|"1071"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1825-4/2023"|1
12232|1|"0383"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2749-4/2024"|1
12711|1|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"3082-4/2024"|1
5994|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2039-4/2023"|1
1504|1|"0557"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"242-1/2023"|12
10689|1|"1222"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1880-4/2024"|1
13170|8|"1069"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"29-1/2025"|1
232|1|"0686"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"15-4/2023"|1
7550|1|"0520"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"324-4/2024"|1
4793|1|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1673-4/2023"|1
11799|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2632-4/2024"|1
4648|8|"0557"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1617-4/2023"|6
2903|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1078-4/2023"|1
7199|1|"0882"|NOTA DE AUDITORIA - PATRIMÔNIO|"39-5/2024"|1
11083|8|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2126-4/2024"|1
8354|1|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"736-4/2024"|1
9480|1|"0034"|NOTA DE AUDITORIA - PATRIMÔNIO|"187-5/2024"|1
8690|1|"1070"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"969-4/2024"|1
4002|1|"1228"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"920-1/2023"|1
1046|1|"0655"|NOTA DE AUDITORIA - PATRIMÔNIO|"98-5/2023"|1
6121|1|"1215"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2121-4/2023"|1
12427|1|"0764"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2852-4/2024"|6
11282|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2275-4/2024"|4
12949|8|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"103-4/2025"|3
3681|1|"1253"|NOTA DE AUDITORIA - PATRIMÔNIO|"515-5/2023"|1
1549|1|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"657-4/2023"|1
6315|8|"0570"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1486-1/2023"|5
8167|1|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"552-4/2024"|1
3905|1|"0713"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"872-1/2023"|1
5282|8|"1072"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1857-4/2023"|1
12654|8|"0593"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"3042-4/2024"|1
10387|8|"0628"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1686-4/2024"|1
8433|1|"0526"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"811-4/2024"|1
8368|1|"1082"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"750-4/2024"|1
4|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"3-4/2022"|1
1871|1|"1210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"779-4/2023"|2
9150|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1112-4/2024"|1
10755|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1932-4/2024"|10
8664|1|"0013"|NOTA DE AUDITORIA - PATRIMÔNIO|"155-5/2024"|2
9197|1|"0150"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1155-4/2024"|1
4601|8|"1069"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1101-1/2023"|1
8879|8|"0584"|NOTA DE AUDITORIA - MUNICIAMENTO|"376-6/2024"|1
4556|1|"0524"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"641-2/2023"|1
7322|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"229-4/2024"|1
712|1|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"282-4/2023"|6
376|8|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"137-4/2023"|1
3898|8|"0686"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"865-1/2023"|1
6949|1|"0574"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"9-1/2024"|1
2311|1|"1266"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"885-4/2023"|1
8238|8|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"620-4/2024"|1
10217|1|"0521"|NOTA DE AUDITORIA - PATRIMÔNIO|"337-5/2024"|1
159|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"109-4/2022"|1
10686|1|"1243"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1877-4/2024"|1
12906|1|"1064"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"60-4/2025"|2
7996|1|"0520"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"490-4/2024"|2
6933|8|"0595"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"96-4/2024"|1
6285|1|"0303"|NOTA DE AUDITORIA - PATRIMÔNIO|"939-5/2023"|1
9694|8|"0606"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1397-4/2024"|3
11023|1|"1064"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2072-4/2024"|2
2325|8|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"898-4/2023"|1
11844|1|"0665"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"808-1/2024"|1
8341|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"723-4/2024"|10
3018|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1124-4/2023"|2
9649|8|"1031"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1353-4/2024"|1
4304|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1419-4/2023"|1
3807|1|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1316-4/2023"|2
12959|1|"1064"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"113-4/2025"|1
10182|8|"0588"|NOTA DE AUDITORIA - PATRIMÔNIO|"306-5/2024"|2
12509|8|"0524"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2909-4/2024"|2
5069|1|"1280"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1147-1/2023"|1
